,S0-Q1-yesno
 Shelf life Best fresh Makes for 6 Making time 45 minutes Fry as above and proceed as above Same procedure for veg manchurian with gravy or dry but instead of using only cauliflower use finely chopped minced vegetables and bind with some cornflour or bread crumbs and make small lumps the size of a pingpong ball Serve piping hot with toothpicks or miniforks and chilligarlic sauce or tomato sauce Sprinkle 1 teaspoon cornflour on the florettes and stirfry for 2 minutes Make florettes as above and instead of adding water as above add fried florettes spring onions and soya sauce at this stage VariationsDry manchurian can be made by omitting the gravy Serve hot with noodles or rice Boil for two more minutes and remove Boil till the gravy becomes transparent Add florettes and soya sauce Gradually add to the gravy and stir continuously till it resumes boiling Add 1 tablespoon cornflour to 14 cup water and dissolve well Stir fry for a minute Add 1 12 cups water and bring to a boil Add the salt and spring onions In the remaining oil add remaining ginger garlic and crushed red chilli and fry for a minute Dip the florettes in the batter one by one and deep fry in hot oil Keep aside,no
 Shelf life Best fresh Makes for 6 Making time 45 minutes Fry as above and proceed as above Same procedure for veg manchurian with gravy or dry but instead of using only cauliflower use finely chopped minced vegetables and bind with some cornflour or bread crumbs and make small lumps the size of a pingpong ball Serve piping hot with toothpicks or miniforks and chilligarlic sauce or tomato sauce Sprinkle 1 teaspoon cornflour on the florettes and stirfry for 2 minutes Make florettes as above and instead of adding water as above add fried florettes spring onions and soya sauce at this stage VariationsDry manchurian can be made by omitting the gravy Serve hot with noodles or rice Boil for two more minutes and remove Boil till the gravy becomes transparent Add florettes and soya sauce Gradually add to the gravy and stir continuously till it resumes boiling Add 1 tablespoon cornflour to 14 cup water and dissolve well Stir fry for a minute Add 1 12 cups water and bring to a boil Add the salt and spring onions In the remaining oil add remaining ginger garlic and crushed red chilli and fry for a minute,no
 Shelf life Best fresh Makes for 6 Making time 45 minutes Fry as above and proceed as above Same procedure for veg manchurian with gravy or dry but instead of using only cauliflower use finely chopped minced vegetables and bind with some cornflour or bread crumbs and make small lumps the size of a pingpong ball Serve piping hot with toothpicks or miniforks and chilligarlic sauce or tomato sauce Sprinkle 1 teaspoon cornflour on the florettes and stirfry for 2 minutes Make florettes as above and instead of adding water as above add fried florettes spring onions and soya sauce at this stage VariationsDry manchurian can be made by omitting the gravy Serve hot with noodles or rice Boil for two more minutes and remove Boil till the gravy becomes transparent Add florettes and soya sauce Gradually add to the gravy and stir continuously till it resumes boiling Add 1 tablespoon cornflour to 14 cup water and dissolve well Stir fry for a minute Add 1 12 cups water and bring to a boil Add the salt and spring onions,no
 Shelf life Best fresh Makes for 6 Making time 45 minutes Fry as above and proceed as above Same procedure for veg manchurian with gravy or dry but instead of using only cauliflower use finely chopped minced vegetables and bind with some cornflour or bread crumbs and make small lumps the size of a pingpong ball Serve piping hot with toothpicks or miniforks and chilligarlic sauce or tomato sauce Sprinkle 1 teaspoon cornflour on the florettes and stirfry for 2 minutes Make florettes as above and instead of adding water as above add fried florettes spring onions and soya sauce at this stage VariationsDry manchurian can be made by omitting the gravy Serve hot with noodles or rice Boil for two more minutes and remove Boil till the gravy becomes transparent Add florettes and soya sauce Gradually add to the gravy and stir continuously till it resumes boiling Add 1 tablespoon cornflour to 14 cup water and dissolve well Stir fry for a minute Add 1 12 cups water and bring to a boil,no
 Shelf life Best fresh Makes for 6 Making time 45 minutes Fry as above and proceed as above Same procedure for veg manchurian with gravy or dry but instead of using only cauliflower use finely chopped minced vegetables and bind with some cornflour or bread crumbs and make small lumps the size of a pingpong ball Serve piping hot with toothpicks or miniforks and chilligarlic sauce or tomato sauce Sprinkle 1 teaspoon cornflour on the florettes and stirfry for 2 minutes Make florettes as above and instead of adding water as above add fried florettes spring onions and soya sauce at this stage VariationsDry manchurian can be made by omitting the gravy Serve hot with noodles or rice Boil for two more minutes and remove Boil till the gravy becomes transparent Add florettes and soya sauce Gradually add to the gravy and stir continuously till it resumes boiling Add 1 tablespoon cornflour to 14 cup water and dissolve well,no
 Shelf life Best fresh Makes for 6 Making time 45 minutes Fry as above and proceed as above Same procedure for veg manchurian with gravy or dry but instead of using only cauliflower use finely chopped minced vegetables and bind with some cornflour or bread crumbs and make small lumps the size of a pingpong ball Serve piping hot with toothpicks or miniforks and chilligarlic sauce or tomato sauce Sprinkle 1 teaspoon cornflour on the florettes and stirfry for 2 minutes Make florettes as above and instead of adding water as above add fried florettes spring onions and soya sauce at this stage VariationsDry manchurian can be made by omitting the gravy Serve hot with noodles or rice Boil for two more minutes and remove Boil till the gravy becomes transparent Add florettes and soya sauce Gradually add to the gravy and stir continuously till it resumes boiling,no
 Shelf life Best fresh Makes for 6 Making time 45 minutes Fry as above and proceed as above Same procedure for veg manchurian with gravy or dry but instead of using only cauliflower use finely chopped minced vegetables and bind with some cornflour or bread crumbs and make small lumps the size of a pingpong ball Serve piping hot with toothpicks or miniforks and chilligarlic sauce or tomato sauce Sprinkle 1 teaspoon cornflour on the florettes and stirfry for 2 minutes Make florettes as above and instead of adding water as above add fried florettes spring onions and soya sauce at this stage VariationsDry manchurian can be made by omitting the gravy Serve hot with noodles or rice Boil for two more minutes and remove Boil till the gravy becomes transparent Add florettes and soya sauce,no
 Shelf life Best fresh Makes for 6 Making time 45 minutes Fry as above and proceed as above Same procedure for veg manchurian with gravy or dry but instead of using only cauliflower use finely chopped minced vegetables and bind with some cornflour or bread crumbs and make small lumps the size of a pingpong ball Serve piping hot with toothpicks or miniforks and chilligarlic sauce or tomato sauce Sprinkle 1 teaspoon cornflour on the florettes and stirfry for 2 minutes Make florettes as above and instead of adding water as above add fried florettes spring onions and soya sauce at this stage VariationsDry manchurian can be made by omitting the gravy Serve hot with noodles or rice Boil for two more minutes and remove,no
 Shelf life Best fresh Makes for 6 Making time 45 minutes Fry as above and proceed as above Same procedure for veg manchurian with gravy or dry but instead of using only cauliflower use finely chopped minced vegetables and bind with some cornflour or bread crumbs and make small lumps the size of a pingpong ball Serve piping hot with toothpicks or miniforks and chilligarlic sauce or tomato sauce Sprinkle 1 teaspoon cornflour on the florettes and stirfry for 2 minutes Make florettes as above and instead of adding water as above add fried florettes spring onions and soya sauce at this stage VariationsDry manchurian can be made by omitting the gravy Serve hot with noodles or rice,no
 Shelf life Best fresh Makes for 6 Making time 45 minutes Fry as above and proceed as above Same procedure for veg manchurian with gravy or dry but instead of using only cauliflower use finely chopped minced vegetables and bind with some cornflour or bread crumbs and make small lumps the size of a pingpong ball Serve piping hot with toothpicks or miniforks and chilligarlic sauce or tomato sauce Sprinkle 1 teaspoon cornflour on the florettes and stirfry for 2 minutes Make florettes as above and instead of adding water as above add fried florettes spring onions and soya sauce at this stage VariationsDry manchurian can be made by omitting the gravy,no
 Shelf life Best fresh Makes for 6 Making time 45 minutes Fry as above and proceed as above Same procedure for veg manchurian with gravy or dry but instead of using only cauliflower use finely chopped minced vegetables and bind with some cornflour or bread crumbs and make small lumps the size of a pingpong ball Serve piping hot with toothpicks or miniforks and chilligarlic sauce or tomato sauce Sprinkle 1 teaspoon cornflour on the florettes and stirfry for 2 minutes Make florettes as above and instead of adding water as above add fried florettes spring onions and soya sauce at this stage,no
 Shelf life Best fresh Makes for 6 Making time 45 minutes Fry as above and proceed as above Same procedure for veg manchurian with gravy or dry but instead of using only cauliflower use finely chopped minced vegetables and bind with some cornflour or bread crumbs and make small lumps the size of a pingpong ball Serve piping hot with toothpicks or miniforks and chilligarlic sauce or tomato sauce Sprinkle 1 teaspoon cornflour on the florettes and stirfry for 2 minutes,no
 Shelf life Best fresh Makes for 6 Making time 45 minutes Fry as above and proceed as above Same procedure for veg manchurian with gravy or dry but instead of using only cauliflower use finely chopped minced vegetables and bind with some cornflour or bread crumbs and make small lumps the size of a pingpong ball Serve piping hot with toothpicks or miniforks and chilligarlic sauce or tomato sauce,no
 Shelf life Best fresh Makes for 6 Making time 45 minutes Fry as above and proceed as above Same procedure for veg manchurian with gravy or dry but instead of using only cauliflower use finely chopped minced vegetables and bind with some cornflour or bread crumbs and make small lumps the size of a pingpong ball,no
 Shelf life Best fresh Makes for 6 Making time 45 minutes Fry as above and proceed as above,no
 Shelf life Best fresh Makes for 6 Making time 45 minutes,no
 Shelf life Best fresh Makes for 6,no
 Shelf life Best fresh,no
,no
,yes
 Pound the breast and dip in egg coat with bread crumbs fry in oil Marinate in baking dish overnight with soup and wine and chicken broth Cover with foil and bake,no
,yes
 Pour the sauce over the fish garnish with lots of chopped parsley and serve with pilav and green salad Add cornstarch and stir in the remaining milk Season with salt Let the sauce bubble for 23 minutes until slightly thicker Add ½ cup milk to partially cover them and simmer for 5 minutes When done remove them to a platter Add the cod fillets brown them for 3 minutes on each side Sauté the onion in the oil and butter until it begins to brown Dredge the fillets through the flour mixture set aside Mix corn flour salt and white pepper,yes
 Pour the sauce over the fish garnish with lots of chopped parsley and serve with pilav and green salad Add cornstarch and stir in the remaining milk Season with salt Let the sauce bubble for 23 minutes until slightly thicker Add ½ cup milk to partially cover them and simmer for 5 minutes When done remove them to a platter Add the cod fillets brown them for 3 minutes on each side Sauté the onion in the oil and butter until it begins to brown Dredge the fillets through the flour mixture set aside,no
 Pour the sauce over the fish garnish with lots of chopped parsley and serve with pilav and green salad Add cornstarch and stir in the remaining milk Season with salt Let the sauce bubble for 23 minutes until slightly thicker Add ½ cup milk to partially cover them and simmer for 5 minutes When done remove them to a platter Add the cod fillets brown them for 3 minutes on each side Sauté the onion in the oil and butter until it begins to brown,yes
 Pour the sauce over the fish garnish with lots of chopped parsley and serve with pilav and green salad Add cornstarch and stir in the remaining milk Season with salt Let the sauce bubble for 23 minutes until slightly thicker Add ½ cup milk to partially cover them and simmer for 5 minutes When done remove them to a platter Add the cod fillets brown them for 3 minutes on each side,yes
 Pour the sauce over the fish garnish with lots of chopped parsley and serve with pilav and green salad Add cornstarch and stir in the remaining milk Season with salt Let the sauce bubble for 23 minutes until slightly thicker Add ½ cup milk to partially cover them and simmer for 5 minutes When done remove them to a platter,no
 Pour the sauce over the fish garnish with lots of chopped parsley and serve with pilav and green salad Add cornstarch and stir in the remaining milk Season with salt Let the sauce bubble for 23 minutes until slightly thicker,yes
 Pour the sauce over the fish garnish with lots of chopped parsley and serve with pilav and green salad,no
,yes
 This recipe yields 4 servings Toss the coconut mixture with the mangoes and chill,yes
 This recipe yields 4 servings,yes
,yes
 Remove from oven allow to cool and add raisins coconut and crasins Stir the granola often while baking about every 5 minutes Spread on a large cookie sheet and bake 35 minutes until nicely browned on top Water over this mixture and stir well Pour honey oil Mix together the oats sesame seeds almonds and sunflower seeds,no
 Remove from oven allow to cool and add raisins coconut and crasins Stir the granola often while baking about every 5 minutes Spread on a large cookie sheet and bake 35 minutes until nicely browned on top Water over this mixture and stir well Pour honey oil,no
 Remove from oven allow to cool and add raisins coconut and crasins Stir the granola often while baking about every 5 minutes Spread on a large cookie sheet and bake 35 minutes until nicely browned on top Water over this mixture and stir well,no
 Remove from oven allow to cool and add raisins coconut and crasins Stir the granola often while baking about every 5 minutes Spread on a large cookie sheet and bake 35 minutes until nicely browned on top,no
 Remove from oven allow to cool and add raisins coconut and crasins Stir the granola often while baking about every 5 minutes,no
 Remove from oven allow to cool and add raisins coconut and crasins,no
,no
 Turn cakes upside down so cut edges are on the bottom Cut cakes into two layers and fill with whipped cream and fresh fruit With a serrated knife cut off and discard the rounded tops of cakes Remove to a wire rack and cool completely until the edges become dry and crusty Run a knife around the inside of cans or dishes to loosen edges tap on a counter then turn cakes out they should slide out easily Spoon about 13 cup of batter into each prepared tin can Bake until a toothpick inserted in center comes out clean 25 to 30 minutes The tops will not brown Add dry ingredients to batter alternately with milk Combine flour baking powder and salt In large bowl of electric mixer beat butter sugar eggs and vanilla until fluffy Beat 5 minutes on high speed scraping bowl occasionally,yes
 Turn cakes upside down so cut edges are on the bottom Cut cakes into two layers and fill with whipped cream and fresh fruit With a serrated knife cut off and discard the rounded tops of cakes Remove to a wire rack and cool completely until the edges become dry and crusty Run a knife around the inside of cans or dishes to loosen edges tap on a counter then turn cakes out they should slide out easily Spoon about 13 cup of batter into each prepared tin can Bake until a toothpick inserted in center comes out clean 25 to 30 minutes The tops will not brown Add dry ingredients to batter alternately with milk Combine flour baking powder and salt,no
 Turn cakes upside down so cut edges are on the bottom Cut cakes into two layers and fill with whipped cream and fresh fruit With a serrated knife cut off and discard the rounded tops of cakes Remove to a wire rack and cool completely until the edges become dry and crusty Run a knife around the inside of cans or dishes to loosen edges tap on a counter then turn cakes out they should slide out easily Spoon about 13 cup of batter into each prepared tin can Bake until a toothpick inserted in center comes out clean 25 to 30 minutes The tops will not brown Add dry ingredients to batter alternately with milk,no
 Turn cakes upside down so cut edges are on the bottom Cut cakes into two layers and fill with whipped cream and fresh fruit With a serrated knife cut off and discard the rounded tops of cakes Remove to a wire rack and cool completely until the edges become dry and crusty Run a knife around the inside of cans or dishes to loosen edges tap on a counter then turn cakes out they should slide out easily Spoon about 13 cup of batter into each prepared tin can Bake until a toothpick inserted in center comes out clean 25 to 30 minutes The tops will not brown,yes
 Turn cakes upside down so cut edges are on the bottom Cut cakes into two layers and fill with whipped cream and fresh fruit With a serrated knife cut off and discard the rounded tops of cakes Remove to a wire rack and cool completely until the edges become dry and crusty Run a knife around the inside of cans or dishes to loosen edges tap on a counter then turn cakes out they should slide out easily,yes
 Turn cakes upside down so cut edges are on the bottom Cut cakes into two layers and fill with whipped cream and fresh fruit With a serrated knife cut off and discard the rounded tops of cakes,no
 Turn cakes upside down so cut edges are on the bottom Cut cakes into two layers and fill with whipped cream and fresh fruit,yes
