recipedetails,S0-Q1-yesno
Place all ingredients in a food processor,yes
Place all ingredients in a food processor Pulse until combined and a sticky mass is forming,yes
Place all ingredients in a food processor Pulse until combined and a sticky mass is forming Roll into balls or press into a shallow dish,yes
Place all ingredients in a food processor Pulse until combined and a sticky mass is forming Roll into balls or press into a shallow dish Refrigerate 30 minutes,yes
Place all ingredients in a food processor Pulse until combined and a sticky mass is forming Roll into balls or press into a shallow dish Refrigerate 30 minutes Eat!,no
"Wash peppers, cut in half, remove seeds and fibrous linings. Dry the pepper halves and place them under high heat in the broiler. Broil until the skins are brown. Remove from fire and peel off burnt surface.",yes
"Wash peppers, cut in half, remove seeds and fibrous linings. Dry the pepper halves and place them under high heat in the broiler. Broil until the skins are brown. Remove from fire and peel off burnt surface. Combine the vinegar, water, oil, bay leaf, salt, sugar, peppercorns and garlic in a jar. Shake well to blend.",yes
"Wash peppers, cut in half, remove seeds and fibrous linings. Dry the pepper halves and place them under high heat in the broiler. Broil until the skins are brown. Remove from fire and peel off burnt surface. Combine the vinegar, water, oil, bay leaf, salt, sugar, peppercorns and garlic in a jar. Shake well to blend. Put peppers in a jar. Pour marinade over them. Store in the refrigerator for at lest 3 hours.",yes
"Wash peppers, cut in half, remove seeds and fibrous linings. Dry the pepper halves and place them under high heat in the broiler. Broil until the skins are brown. Remove from fire and peel off burnt surface. Combine the vinegar, water, oil, bay leaf, salt, sugar, peppercorns and garlic in a jar. Shake well to blend. Put peppers in a jar. Pour marinade over them. Store in the refrigerator for at lest 3 hours. These are usually served as a pickle or relish.",yes
"Wash peppers, cut in half, remove seeds and fibrous linings. Dry the pepper halves and place them under high heat in the broiler. Broil until the skins are brown. Remove from fire and peel off burnt surface. Combine the vinegar, water, oil, bay leaf, salt, sugar, peppercorns and garlic in a jar. Shake well to blend. Put peppers in a jar. Pour marinade over them. Store in the refrigerator for at lest 3 hours. These are usually served as a pickle or relish. I've referred to this book before, 'Memoirs and Menus - The confessions of a culinary snob,' by Georges Spunt (1967, Chilton Book Co.). Today, I was sidetracked by some of the memoirs, which speak of a bygone era from the early part of this century through WW2 in Shanghai. They are a total delight to read and a classic example of the Jewish experience (sparkling, assimilated, urbane sophisticates ultimately reminded that they are Jewish). His predisposition to meeting famous people followed him to San Francisco, and he tells wonderful anecdotes, including how his cooking philosophy endorsing shortcut techniques evolved, starting with preparing a souffle' made with*canned* white sauce for Duncan Hines. It's worth making the effort to find and read this book, not to mention enjoying the excellent recipes.",yes
"Wash peppers, cut in half, remove seeds and fibrous linings. Dry the pepper halves and place them under high heat in the broiler. Broil until the skins are brown. Remove from fire and peel off burnt surface. Combine the vinegar, water, oil, bay leaf, salt, sugar, peppercorns and garlic in a jar. Shake well to blend. Put peppers in a jar. Pour marinade over them. Store in the refrigerator for at lest 3 hours. These are usually served as a pickle or relish. I've referred to this book before, 'Memoirs and Menus - The confessions of a culinary snob,' by Georges Spunt (1967, Chilton Book Co.). Today, I was sidetracked by some of the memoirs, which speak of a bygone era from the early part of this century through WW2 in Shanghai. They are a total delight to read and a classic example of the Jewish experience (sparkling, assimilated, urbane sophisticates ultimately reminded that they are Jewish). His predisposition to meeting famous people followed him to San Francisco, and he tells wonderful anecdotes, including how his cooking philosophy endorsing shortcut techniques evolved, starting with preparing a souffle' made with*canned* white sauce for Duncan Hines. It's worth making the effort to find and read this book, not to mention enjoying the excellent recipes. His chapter on Jewish cooking is entitled, 'If you put in good' [... you take out good],' with recipes from his grandmother. 'She made a variety of pickles from tiny cucumbers in brine with garlic and dill (*but never vinegar*), and these were stored in a large earthenware crock until they were semi-ripe and ready to be eaten. She marinated green peppers in oil, vinegar and garlic and stored them for a week in large candy jars in our great wire-mesh food-safe. Sometimes she would let me accompany her to the market, and there she would pick the greenest tomatoes for her pickling bottles.'",yes
Oven at 375 degrees.,no
"Oven at 375 degrees. In a small bowl, mix the salt, pepper, rosemary and garlic powder.  Rub the pork generously with the seasoning. In a pan with a couple Tbsp of olive oil, over medium high heat, sear the pork on the largest two sides, approx 4 mins per side.",no
"Oven at 375 degrees. In a small bowl, mix the salt, pepper, rosemary and garlic powder.  Rub the pork generously with the seasoning. In a pan with a couple Tbsp of olive oil, over medium high heat, sear the pork on the largest two sides, approx 4 mins per side. Place the pork onto a baking sheet and cook for 12-14 minutes. Remove from the oven and allow it to rest for at least 10 minutes. Once its rested, slice the pork, you can totally sneak a couple slices now, theres plenty!",no
"Oven at 375 degrees. In a small bowl, mix the salt, pepper, rosemary and garlic powder.  Rub the pork generously with the seasoning. In a pan with a couple Tbsp of olive oil, over medium high heat, sear the pork on the largest two sides, approx 4 mins per side. Place the pork onto a baking sheet and cook for 12-14 minutes. Remove from the oven and allow it to rest for at least 10 minutes. Once its rested, slice the pork, you can totally sneak a couple slices now, theres plenty! In the meantime, in a pan, over medium heat, add a couple Tbsp of olive oil,  peppers and onions. Cook until softened and once they have slightly browned.",no
"Oven at 375 degrees. In a small bowl, mix the salt, pepper, rosemary and garlic powder.  Rub the pork generously with the seasoning. In a pan with a couple Tbsp of olive oil, over medium high heat, sear the pork on the largest two sides, approx 4 mins per side. Place the pork onto a baking sheet and cook for 12-14 minutes. Remove from the oven and allow it to rest for at least 10 minutes. Once its rested, slice the pork, you can totally sneak a couple slices now, theres plenty! In the meantime, in a pan, over medium heat, add a couple Tbsp of olive oil,  peppers and onions. Cook until softened and once they have slightly browned. Now to assemble. Cut the rolls open and gut the top piece to allow extra room for all the fabulous layers. Line each half of the roll with 3 slices of the provolone. Next on the bottom part of the roll, layer the sliced pork, the tomato sauce, the sautéed peppers and onions then place the top of the roll on.",no
"Oven at 375 degrees. In a small bowl, mix the salt, pepper, rosemary and garlic powder.  Rub the pork generously with the seasoning. In a pan with a couple Tbsp of olive oil, over medium high heat, sear the pork on the largest two sides, approx 4 mins per side. Place the pork onto a baking sheet and cook for 12-14 minutes. Remove from the oven and allow it to rest for at least 10 minutes. Once its rested, slice the pork, you can totally sneak a couple slices now, theres plenty! In the meantime, in a pan, over medium heat, add a couple Tbsp of olive oil,  peppers and onions. Cook until softened and once they have slightly browned. Now to assemble. Cut the rolls open and gut the top piece to allow extra room for all the fabulous layers. Line each half of the roll with 3 slices of the provolone. Next on the bottom part of the roll, layer the sliced pork, the tomato sauce, the sautéed peppers and onions then place the top of the roll on. Now place that beauty of a sandwich on a panini press set to medium high. Let it cook on there until pressed, you can help it by pushing down on it a bit, and the bread has crisped up with beautiful grill marks on it. Cut on a diagonal and lose yourself in a fantastic sandwich!",no
"Oven at 375 degrees. In a small bowl, mix the salt, pepper, rosemary and garlic powder.  Rub the pork generously with the seasoning. In a pan with a couple Tbsp of olive oil, over medium high heat, sear the pork on the largest two sides, approx 4 mins per side. Place the pork onto a baking sheet and cook for 12-14 minutes. Remove from the oven and allow it to rest for at least 10 minutes. Once its rested, slice the pork, you can totally sneak a couple slices now, theres plenty! In the meantime, in a pan, over medium heat, add a couple Tbsp of olive oil,  peppers and onions. Cook until softened and once they have slightly browned. Now to assemble. Cut the rolls open and gut the top piece to allow extra room for all the fabulous layers. Line each half of the roll with 3 slices of the provolone. Next on the bottom part of the roll, layer the sliced pork, the tomato sauce, the sautéed peppers and onions then place the top of the roll on. Now place that beauty of a sandwich on a panini press set to medium high. Let it cook on there until pressed, you can help it by pushing down on it a bit, and the bread has crisped up with beautiful grill marks on it. Cut on a diagonal and lose yourself in a fantastic sandwich! If you don't have a panini press, first I'd recommend you get one because they are wonderful, but you can place the sandwich into a pan with a heavy pan pressing on top of it.",no
"Mix 3 chopped tomatoes, about 6 basil leaves, garlic, salt, pepper, and balsamic vinegar in a bowl. Set aside.",yes
"Mix 3 chopped tomatoes, about 6 basil leaves, garlic, salt, pepper, and balsamic vinegar in a bowl. Set aside. Heat skillet. Add 1 tablespoon of butter.",no
"Mix 3 chopped tomatoes, about 6 basil leaves, garlic, salt, pepper, and balsamic vinegar in a bowl. Set aside. Heat skillet. Add 1 tablespoon of butter. Once melted, place tortilla in skillet and top with 1 sliced tomato (remove seeds first), half mozzarella, and about 3 basil leaves. Top with other tortilla.",yes
"Mix 3 chopped tomatoes, about 6 basil leaves, garlic, salt, pepper, and balsamic vinegar in a bowl. Set aside. Heat skillet. Add 1 tablespoon of butter. Once melted, place tortilla in skillet and top with 1 sliced tomato (remove seeds first), half mozzarella, and about 3 basil leaves. Top with other tortilla. At this point it is probably about time to flip. Press the quesadilla down with your spatula to get everything to stick together. Flip!",yes
"Mix 3 chopped tomatoes, about 6 basil leaves, garlic, salt, pepper, and balsamic vinegar in a bowl. Set aside. Heat skillet. Add 1 tablespoon of butter. Once melted, place tortilla in skillet and top with 1 sliced tomato (remove seeds first), half mozzarella, and about 3 basil leaves. Top with other tortilla. At this point it is probably about time to flip. Press the quesadilla down with your spatula to get everything to stick together. Flip! Cook for another 2-3 minutes on the other side until golden brown and cheese is all melty.",no
"Mix 3 chopped tomatoes, about 6 basil leaves, garlic, salt, pepper, and balsamic vinegar in a bowl. Set aside. Heat skillet. Add 1 tablespoon of butter. Once melted, place tortilla in skillet and top with 1 sliced tomato (remove seeds first), half mozzarella, and about 3 basil leaves. Top with other tortilla. At this point it is probably about time to flip. Press the quesadilla down with your spatula to get everything to stick together. Flip! Cook for another 2-3 minutes on the other side until golden brown and cheese is all melty. Remove and repeat for other quesadilla.",no
"Mix 3 chopped tomatoes, about 6 basil leaves, garlic, salt, pepper, and balsamic vinegar in a bowl. Set aside. Heat skillet. Add 1 tablespoon of butter. Once melted, place tortilla in skillet and top with 1 sliced tomato (remove seeds first), half mozzarella, and about 3 basil leaves. Top with other tortilla. At this point it is probably about time to flip. Press the quesadilla down with your spatula to get everything to stick together. Flip! Cook for another 2-3 minutes on the other side until golden brown and cheese is all melty. Remove and repeat for other quesadilla. Remove from pan and top with chopped balsamic tomatoes.",no
"Wash and de-stem the grapes, and put into a large bowl.",no
"Wash and de-stem the grapes, and put into a large bowl. Mash the grapes with your bare hands or with a potato masher, mash away till the juices begin to flow. I was surprised when I saw the amount of juice I got from just one bunch.",no
"Wash and de-stem the grapes, and put into a large bowl. Mash the grapes with your bare hands or with a potato masher, mash away till the juices begin to flow. I was surprised when I saw the amount of juice I got from just one bunch. Get another large bowl, place a large fine mesh sieve over it, and strain the juice. Discard the skin.",yes
"Wash and de-stem the grapes, and put into a large bowl. Mash the grapes with your bare hands or with a potato masher, mash away till the juices begin to flow. I was surprised when I saw the amount of juice I got from just one bunch. Get another large bowl, place a large fine mesh sieve over it, and strain the juice. Discard the skin. Now add the sugar and vanilla essence and whisk the juice, followed by the flour. Add a little flour at a time.",no
"Wash and de-stem the grapes, and put into a large bowl. Mash the grapes with your bare hands or with a potato masher, mash away till the juices begin to flow. I was surprised when I saw the amount of juice I got from just one bunch. Get another large bowl, place a large fine mesh sieve over it, and strain the juice. Discard the skin. Now add the sugar and vanilla essence and whisk the juice, followed by the flour. Add a little flour at a time. Pour the mixture into a medium size stockpot and cook on medium heat, whisking all the while. When the mixture starts bubbling reduce heat to low and continue whisking till the juice becomes thick and custardy. Remember it should be thick but not clumpy, mine could have been thicker by one more degree.",no
"Wash and de-stem the grapes, and put into a large bowl. Mash the grapes with your bare hands or with a potato masher, mash away till the juices begin to flow. I was surprised when I saw the amount of juice I got from just one bunch. Get another large bowl, place a large fine mesh sieve over it, and strain the juice. Discard the skin. Now add the sugar and vanilla essence and whisk the juice, followed by the flour. Add a little flour at a time. Pour the mixture into a medium size stockpot and cook on medium heat, whisking all the while. When the mixture starts bubbling reduce heat to low and continue whisking till the juice becomes thick and custardy. Remember it should be thick but not clumpy, mine could have been thicker by one more degree. While still warm pour into ramekins, or silicone muffin tray (like I have), or small bowls which have been lined with cling wrap. Add some orange rind into each bowl and refrigerate for 4, 5 hours. This will set the jelly.",yes
"Wash and de-stem the grapes, and put into a large bowl. Mash the grapes with your bare hands or with a potato masher, mash away till the juices begin to flow. I was surprised when I saw the amount of juice I got from just one bunch. Get another large bowl, place a large fine mesh sieve over it, and strain the juice. Discard the skin. Now add the sugar and vanilla essence and whisk the juice, followed by the flour. Add a little flour at a time. Pour the mixture into a medium size stockpot and cook on medium heat, whisking all the while. When the mixture starts bubbling reduce heat to low and continue whisking till the juice becomes thick and custardy. Remember it should be thick but not clumpy, mine could have been thicker by one more degree. While still warm pour into ramekins, or silicone muffin tray (like I have), or small bowls which have been lined with cling wrap. Add some orange rind into each bowl and refrigerate for 4, 5 hours. This will set the jelly. To serve, turn into dessert plates, garnish with fresh cream, mint, and orange rind or fruits of your choice. I really liked the citrus combination.",yes
"In order to remove the gamy smell of the goat, marinate or wash the goat meat with vinegar.  Make sure to wash it thoroughly.   I then boiled the goat meat with herbs and spices, threw the first boil and boiled it again until tender.",no
"In order to remove the gamy smell of the goat, marinate or wash the goat meat with vinegar.  Make sure to wash it thoroughly.   I then boiled the goat meat with herbs and spices, threw the first boil and boiled it again until tender. In a saucepan, saute the goat meat with garlic, onions.  Add black pepper and bay leaf.  Let it simmer and reduced to almost dry.  Add the tomato sauce and tomato paste.  Cook it on low fire until tender.  Add soup stock or water if the meat is not tender yet.",yes
"In order to remove the gamy smell of the goat, marinate or wash the goat meat with vinegar.  Make sure to wash it thoroughly.   I then boiled the goat meat with herbs and spices, threw the first boil and boiled it again until tender. In a saucepan, saute the goat meat with garlic, onions.  Add black pepper and bay leaf.  Let it simmer and reduced to almost dry.  Add the tomato sauce and tomato paste.  Cook it on low fire until tender.  Add soup stock or water if the meat is not tender yet. Add green olives, pineapple and green bell peppers.  Thicken it using liver pate.  Add about 2 tbsp of olive oil to enhance the taste.  You could also use butter if you prefer so.",yes
Boil milk in heavy bottom pan or non stick pan on medium flame till it reduces to half or thickens. This will take approx 20 mins.,no
Boil milk in heavy bottom pan or non stick pan on medium flame till it reduces to half or thickens. This will take approx 20 mins. Add alum powder dissolved in 2 tbsp water to the milk stirring continuously till it becomes granular.,no
Boil milk in heavy bottom pan or non stick pan on medium flame till it reduces to half or thickens. This will take approx 20 mins. Add alum powder dissolved in 2 tbsp water to the milk stirring continuously till it becomes granular. Cook till it reaches mawa texture i.e. till the moisture evapourates and become semi solid.,no
"Boil milk in heavy bottom pan or non stick pan on medium flame till it reduces to half or thickens. This will take approx 20 mins. Add alum powder dissolved in 2 tbsp water to the milk stirring continuously till it becomes granular. Cook till it reaches mawa texture i.e. till the moisture evapourates and become semi solid. At this point add sugar, ealichi powder and  cook for 8 - 10 mins on slow flame.",no
"Boil milk in heavy bottom pan or non stick pan on medium flame till it reduces to half or thickens. This will take approx 20 mins. Add alum powder dissolved in 2 tbsp water to the milk stirring continuously till it becomes granular. Cook till it reaches mawa texture i.e. till the moisture evapourates and become semi solid. At this point add sugar, ealichi powder and  cook for 8 - 10 mins on slow flame. Once the mixture leaves sides of pan, transfer it to greased tray, level the surface and sprinkle pistachios.",no
"Boil milk in heavy bottom pan or non stick pan on medium flame till it reduces to half or thickens. This will take approx 20 mins. Add alum powder dissolved in 2 tbsp water to the milk stirring continuously till it becomes granular. Cook till it reaches mawa texture i.e. till the moisture evapourates and become semi solid. At this point add sugar, ealichi powder and  cook for 8 - 10 mins on slow flame. Once the mixture leaves sides of pan, transfer it to greased tray, level the surface and sprinkle pistachios. Let it cool, it takes 2 hrs to set or you can keep in fridge for an hour for quick set. Once set cut into desired shapes.",no
"Boil milk in heavy bottom pan or non stick pan on medium flame till it reduces to half or thickens. This will take approx 20 mins. Add alum powder dissolved in 2 tbsp water to the milk stirring continuously till it becomes granular. Cook till it reaches mawa texture i.e. till the moisture evapourates and become semi solid. At this point add sugar, ealichi powder and  cook for 8 - 10 mins on slow flame. Once the mixture leaves sides of pan, transfer it to greased tray, level the surface and sprinkle pistachios. Let it cool, it takes 2 hrs to set or you can keep in fridge for an hour for quick set. Once set cut into desired shapes. Enjoy the yummy and delicious sweet.",no
"Strain juice from canned mulberries, pressing through as much pulp as possible, and measure. If you use fresh berries, prepare juice by cooking berries with just enough water to keep them from burning, and strain.",yes
"Strain juice from canned mulberries, pressing through as much pulp as possible, and measure. If you use fresh berries, prepare juice by cooking berries with just enough water to keep them from burning, and strain. Sweeten to taste with sugar syrup; add grape juice, lemon juice, and chill.",yes
"Strain juice from canned mulberries, pressing through as much pulp as possible, and measure. If you use fresh berries, prepare juice by cooking berries with just enough water to keep them from burning, and strain. Sweeten to taste with sugar syrup; add grape juice, lemon juice, and chill. Fill glasses one-third full and add water or crushed ice.",yes
"Strain juice from canned mulberries, pressing through as much pulp as possible, and measure. If you use fresh berries, prepare juice by cooking berries with just enough water to keep them from burning, and strain. Sweeten to taste with sugar syrup; add grape juice, lemon juice, and chill. Fill glasses one-third full and add water or crushed ice. Yield: 1-1/2quarts.",no
"Strain juice from canned mulberries, pressing through as much pulp as possible, and measure. If you use fresh berries, prepare juice by cooking berries with just enough water to keep them from burning, and strain. Sweeten to taste with sugar syrup; add grape juice, lemon juice, and chill. Fill glasses one-third full and add water or crushed ice. Yield: 1-1/2quarts. Note: Fresh mulberries or loganberries, as well as canned berries, may be used.",no
Pre-heat the oven to 170ºC/325F/Gas 3 and put the kettle on to boil.,no
Pre-heat the oven to 170ºC/325F/Gas 3 and put the kettle on to boil. Skin the pheasant and remove all the meat. Chop into fairly small pieces and place in a bowl.,yes
"Pre-heat the oven to 170ºC/325F/Gas 3 and put the kettle on to boil. Skin the pheasant and remove all the meat. Chop into fairly small pieces and place in a bowl. Add the pork, shallots, garlic, juniper berries, mixed herbs, salt, pepper, egg and white wine.",yes
"Pre-heat the oven to 170ºC/325F/Gas 3 and put the kettle on to boil. Skin the pheasant and remove all the meat. Chop into fairly small pieces and place in a bowl. Add the pork, shallots, garlic, juniper berries, mixed herbs, salt, pepper, egg and white wine. Mix together thoroughly. Line a 2 pint terrine with the streaky bacon saving 3-4 to decorate the top.",yes
"Pre-heat the oven to 170ºC/325F/Gas 3 and put the kettle on to boil. Skin the pheasant and remove all the meat. Chop into fairly small pieces and place in a bowl. Add the pork, shallots, garlic, juniper berries, mixed herbs, salt, pepper, egg and white wine. Mix together thoroughly. Line a 2 pint terrine with the streaky bacon saving 3-4 to decorate the top. Spread half of the meat mixture over the base of the lined terrine.",yes
"Pre-heat the oven to 170ºC/325F/Gas 3 and put the kettle on to boil. Skin the pheasant and remove all the meat. Chop into fairly small pieces and place in a bowl. Add the pork, shallots, garlic, juniper berries, mixed herbs, salt, pepper, egg and white wine. Mix together thoroughly. Line a 2 pint terrine with the streaky bacon saving 3-4 to decorate the top. Spread half of the meat mixture over the base of the lined terrine. Place the sliced pickled walnuts on top and then cover with the remaining meat mixture and press down well.",yes
"Pre-heat the oven to 170ºC/325F/Gas 3 and put the kettle on to boil. Skin the pheasant and remove all the meat. Chop into fairly small pieces and place in a bowl. Add the pork, shallots, garlic, juniper berries, mixed herbs, salt, pepper, egg and white wine. Mix together thoroughly. Line a 2 pint terrine with the streaky bacon saving 3-4 to decorate the top. Spread half of the meat mixture over the base of the lined terrine. Place the sliced pickled walnuts on top and then cover with the remaining meat mixture and press down well. Cover the surface with the remaining pieces of bacon and arrange the bay leaves and walnuts on top. Cover with a rectangle of greased foil. Stand in a roasting tin and pour enough boiling water around it to come approx 1 inch up the sides. Bake for 1.5 – 2 hours until just firm to the touch.",yes
"Pre-heat the oven to 170ºC/325F/Gas 3 and put the kettle on to boil. Skin the pheasant and remove all the meat. Chop into fairly small pieces and place in a bowl. Add the pork, shallots, garlic, juniper berries, mixed herbs, salt, pepper, egg and white wine. Mix together thoroughly. Line a 2 pint terrine with the streaky bacon saving 3-4 to decorate the top. Spread half of the meat mixture over the base of the lined terrine. Place the sliced pickled walnuts on top and then cover with the remaining meat mixture and press down well. Cover the surface with the remaining pieces of bacon and arrange the bay leaves and walnuts on top. Cover with a rectangle of greased foil. Stand in a roasting tin and pour enough boiling water around it to come approx 1 inch up the sides. Bake for 1.5 – 2 hours until just firm to the touch. Remove the foil for the last 20mins of cooking to allow the top to brown. Remove the terrine from the roasting tin, allow to cool and then transfer to the fridge until needed . The pate can be made several days in advance to allow the flavours to develop.",yes
Place all ingredients (up to the LuLu marinade) in a large saucepan.,no
"Place all ingredients (up to the LuLu marinade) in a large saucepan. Add 8 Cups of filtered water, stir and bring to a boil.  Continue stirring until honey and salts have thoroughly dissolved.",no
"Place all ingredients (up to the LuLu marinade) in a large saucepan. Add 8 Cups of filtered water, stir and bring to a boil.  Continue stirring until honey and salts have thoroughly dissolved. Boil for 3 minutes, then remove from heat.",no
"Place all ingredients (up to the LuLu marinade) in a large saucepan. Add 8 Cups of filtered water, stir and bring to a boil.  Continue stirring until honey and salts have thoroughly dissolved. Boil for 3 minutes, then remove from heat. Add the LuLu Marinade (available from Amazon) OR your favorite gluten free salad dressing and stir to combine.",no
"Place all ingredients (up to the LuLu marinade) in a large saucepan. Add 8 Cups of filtered water, stir and bring to a boil.  Continue stirring until honey and salts have thoroughly dissolved. Boil for 3 minutes, then remove from heat. Add the LuLu Marinade (available from Amazon) OR your favorite gluten free salad dressing and stir to combine. Add 4 cups of ice cubes and stir until melted.  Squeeze the juice from the orange quarters into this, then add champagne.",yes
"Place all ingredients (up to the LuLu marinade) in a large saucepan. Add 8 Cups of filtered water, stir and bring to a boil.  Continue stirring until honey and salts have thoroughly dissolved. Boil for 3 minutes, then remove from heat. Add the LuLu Marinade (available from Amazon) OR your favorite gluten free salad dressing and stir to combine. Add 4 cups of ice cubes and stir until melted.  Squeeze the juice from the orange quarters into this, then add champagne. Test brine temperature by hand.  If it is the least bit warm, place in fridge to cool down further.  You don't want to parboil or precook the protein when the turkey goes into the brine.",yes
"Place all ingredients (up to the LuLu marinade) in a large saucepan. Add 8 Cups of filtered water, stir and bring to a boil.  Continue stirring until honey and salts have thoroughly dissolved. Boil for 3 minutes, then remove from heat. Add the LuLu Marinade (available from Amazon) OR your favorite gluten free salad dressing and stir to combine. Add 4 cups of ice cubes and stir until melted.  Squeeze the juice from the orange quarters into this, then add champagne. Test brine temperature by hand.  If it is the least bit warm, place in fridge to cool down further.  You don't want to parboil or precook the protein when the turkey goes into the brine. Bring out your container and line it with the culinary grade plastic bag.  Open the bag wide.",no
"Place all ingredients (up to the LuLu marinade) in a large saucepan. Add 8 Cups of filtered water, stir and bring to a boil.  Continue stirring until honey and salts have thoroughly dissolved. Boil for 3 minutes, then remove from heat. Add the LuLu Marinade (available from Amazon) OR your favorite gluten free salad dressing and stir to combine. Add 4 cups of ice cubes and stir until melted.  Squeeze the juice from the orange quarters into this, then add champagne. Test brine temperature by hand.  If it is the least bit warm, place in fridge to cool down further.  You don't want to parboil or precook the protein when the turkey goes into the brine. Bring out your container and line it with the culinary grade plastic bag.  Open the bag wide. Remove all papers and plastics from the turkey.  Remove giblets, neck, etc.  Set these aside for stock or gravy.  Rinse the bird thoroughly with cold running water, inside and out.",no
"Place all ingredients (up to the LuLu marinade) in a large saucepan. Add 8 Cups of filtered water, stir and bring to a boil.  Continue stirring until honey and salts have thoroughly dissolved. Boil for 3 minutes, then remove from heat. Add the LuLu Marinade (available from Amazon) OR your favorite gluten free salad dressing and stir to combine. Add 4 cups of ice cubes and stir until melted.  Squeeze the juice from the orange quarters into this, then add champagne. Test brine temperature by hand.  If it is the least bit warm, place in fridge to cool down further.  You don't want to parboil or precook the protein when the turkey goes into the brine. Bring out your container and line it with the culinary grade plastic bag.  Open the bag wide. Remove all papers and plastics from the turkey.  Remove giblets, neck, etc.  Set these aside for stock or gravy.  Rinse the bird thoroughly with cold running water, inside and out. Place the turkey in the bag, neck down and ankles up.  Stuff the cavity with shallots and orange quarters.  Pour the cooled brine into the cavity and allow the bag to fill.",yes
"Place all ingredients (up to the LuLu marinade) in a large saucepan. Add 8 Cups of filtered water, stir and bring to a boil.  Continue stirring until honey and salts have thoroughly dissolved. Boil for 3 minutes, then remove from heat. Add the LuLu Marinade (available from Amazon) OR your favorite gluten free salad dressing and stir to combine. Add 4 cups of ice cubes and stir until melted.  Squeeze the juice from the orange quarters into this, then add champagne. Test brine temperature by hand.  If it is the least bit warm, place in fridge to cool down further.  You don't want to parboil or precook the protein when the turkey goes into the brine. Bring out your container and line it with the culinary grade plastic bag.  Open the bag wide. Remove all papers and plastics from the turkey.  Remove giblets, neck, etc.  Set these aside for stock or gravy.  Rinse the bird thoroughly with cold running water, inside and out. Place the turkey in the bag, neck down and ankles up.  Stuff the cavity with shallots and orange quarters.  Pour the cooled brine into the cavity and allow the bag to fill. Draw up the bag close around the bird, eliminating as much air as possible.  If the turkey is not covered by the brine at this point, add enough water to make it so.",yes
"Place all ingredients (up to the LuLu marinade) in a large saucepan. Add 8 Cups of filtered water, stir and bring to a boil.  Continue stirring until honey and salts have thoroughly dissolved. Boil for 3 minutes, then remove from heat. Add the LuLu Marinade (available from Amazon) OR your favorite gluten free salad dressing and stir to combine. Add 4 cups of ice cubes and stir until melted.  Squeeze the juice from the orange quarters into this, then add champagne. Test brine temperature by hand.  If it is the least bit warm, place in fridge to cool down further.  You don't want to parboil or precook the protein when the turkey goes into the brine. Bring out your container and line it with the culinary grade plastic bag.  Open the bag wide. Remove all papers and plastics from the turkey.  Remove giblets, neck, etc.  Set these aside for stock or gravy.  Rinse the bird thoroughly with cold running water, inside and out. Place the turkey in the bag, neck down and ankles up.  Stuff the cavity with shallots and orange quarters.  Pour the cooled brine into the cavity and allow the bag to fill. Draw up the bag close around the bird, eliminating as much air as possible.  If the turkey is not covered by the brine at this point, add enough water to make it so. Secure the bag closure with a twist tie.  Double-bagging is recommended, in case the brining bag springs a leak.",no
"Place all ingredients (up to the LuLu marinade) in a large saucepan. Add 8 Cups of filtered water, stir and bring to a boil.  Continue stirring until honey and salts have thoroughly dissolved. Boil for 3 minutes, then remove from heat. Add the LuLu Marinade (available from Amazon) OR your favorite gluten free salad dressing and stir to combine. Add 4 cups of ice cubes and stir until melted.  Squeeze the juice from the orange quarters into this, then add champagne. Test brine temperature by hand.  If it is the least bit warm, place in fridge to cool down further.  You don't want to parboil or precook the protein when the turkey goes into the brine. Bring out your container and line it with the culinary grade plastic bag.  Open the bag wide. Remove all papers and plastics from the turkey.  Remove giblets, neck, etc.  Set these aside for stock or gravy.  Rinse the bird thoroughly with cold running water, inside and out. Place the turkey in the bag, neck down and ankles up.  Stuff the cavity with shallots and orange quarters.  Pour the cooled brine into the cavity and allow the bag to fill. Draw up the bag close around the bird, eliminating as much air as possible.  If the turkey is not covered by the brine at this point, add enough water to make it so. Secure the bag closure with a twist tie.  Double-bagging is recommended, in case the brining bag springs a leak. Refrigerate for 12 - 24 hours, turning the bird every 6 to 8 hours.",no
"Place all ingredients (up to the LuLu marinade) in a large saucepan. Add 8 Cups of filtered water, stir and bring to a boil.  Continue stirring until honey and salts have thoroughly dissolved. Boil for 3 minutes, then remove from heat. Add the LuLu Marinade (available from Amazon) OR your favorite gluten free salad dressing and stir to combine. Add 4 cups of ice cubes and stir until melted.  Squeeze the juice from the orange quarters into this, then add champagne. Test brine temperature by hand.  If it is the least bit warm, place in fridge to cool down further.  You don't want to parboil or precook the protein when the turkey goes into the brine. Bring out your container and line it with the culinary grade plastic bag.  Open the bag wide. Remove all papers and plastics from the turkey.  Remove giblets, neck, etc.  Set these aside for stock or gravy.  Rinse the bird thoroughly with cold running water, inside and out. Place the turkey in the bag, neck down and ankles up.  Stuff the cavity with shallots and orange quarters.  Pour the cooled brine into the cavity and allow the bag to fill. Draw up the bag close around the bird, eliminating as much air as possible.  If the turkey is not covered by the brine at this point, add enough water to make it so. Secure the bag closure with a twist tie.  Double-bagging is recommended, in case the brining bag springs a leak. Refrigerate for 12 - 24 hours, turning the bird every 6 to 8 hours. Remove the turkey from the brine about 30-40 minutes before roasting and allow to come up to room temp.",no
