recipedetails,assist_action_ad,assist_action_image,assist_action_sub,assist_action_search,assist_action_video,assist_action_activate,assist_action_clarify
once the pan is heated add about a of tablespoon of oil heat and then add the batter place four or five bananas slices in the batter and sprinkle with chocolate chips,0,1,0,0,1,0,1
i prefer to not mix the banana and chocolate chips into the batter ahead of time partly because Jac like it this way partly because the bananas get a nice fry on them and partly because you can get perfect chocolate chip distribution throughout the pancake can you say neurotic if you do follow this precision technique be sure to push each chocolate chip into the pancake so that the chocolate is sufficiently covered by the batter yes it is a labor of loved i mention my wifes pregnant,0,1,0,0,1,0,1
after about of min on one side flip pancake and cook for about the same time till golden brown,0,1,0,0,1,0,1
repeat and serve enjoy,0,0,0,0,0,0,1
in a medium heavy bottomed saucepan combine water and sugar bring to a boil,1,0,0,0,0,0,0
add the remaining ingredients and stir,0,0,1,0,0,0,0
cook gently over low heat uncovered for 112 to134 hours until mixture is thick and syrupy stir occasionally,1,0,0,0,0,0,0
place water onion skins oil salt and pepper in a of quart pan,0,1,0,0,0,0,0
add eggs gently bring water to a boil cover and cook over lowest heat over night,0,1,0,0,0,0,0
in a medium saucepan boil the milk until it starts to bubble gently remove from flame and set aside,0,0,0,0,1,1,0
meanwhile whisk the egg yolks and sugar together for a minutes until pale yellow and double in volume,0,0,0,0,1,0,0
pour the milk on to the egg mixture and stir and then gently pour the mixture back in to the saucepan and simmer very lightly stir continuously until the custard mix thickens or coats the back of a wooden spoon,0,1,0,0,1,0,0
add the chopped chocolate stirring until the heat melts the chocolate,0,1,0,0,0,0,1
cool the mixture stir in the vanilla extract and put it in the fridge to chill,0,0,0,0,0,0,1
once chilled add the cream to the mixture stir and combine,0,0,1,0,0,0,1
pour the mixture into an ice cream machine and churn until frozen,0,0,0,0,0,1,1
add dried cranberries in the last a minutes of churning and let the machine stir them in,0,0,1,0,0,1,1
transfer to plastic container and place in the freezer for a hours before serving,0,0,0,0,0,0,1
preheat oven to 400f degrees,0,0,0,0,0,1,0
slice carrots on a bias about inch thick,0,1,0,0,0,0,0
toss in olive oil and salt to taste,0,1,0,0,0,0,0
place in a large roasting pan so that the carrots from one single layer,0,1,0,0,0,0,0
add citrus juice and cover tightly with foil,0,0,1,0,0,0,0
place on center rack of the oven and bake for of minutes,0,0,0,0,0,1,0
remove from oven remove foil and drizzle honey,0,0,1,0,0,0,0
toss carrots to coat evenly and return uncovered to oven,0,0,0,0,0,1,0
raise temperature to 450f,0,0,0,0,0,1,0
cook carrots until soft but slightly crisp about 1015 minutes,0,0,0,0,0,1,0
let cool slightly then toss in parsley season to taste and serve,0,0,1,0,0,0,0
bring water or broth to boiling in a rice cooker or medium pan,0,0,0,0,0,0,1
reduce heat and cook for of – of minutes until liquid evaporates and rice is cooked,0,0,0,0,1,0,0
add remaining ingredients and cook for another a – a minutes,0,0,0,0,1,0,0
remove from heat and set aside allow broccoli to continue to cook off the heat for a minutes,0,0,0,0,0,0,1
season with salt and pepper and serve,0,0,0,0,0,0,1
to clean the squid cut off the tentacles and reserve cut off and discard the mouth which is in the center of the tentacles under cold running water peel off the outer skin and discard squeeze the body to push out the insides pulling off the head when the insides are out pull out the center bone it looks like a piece of clear plastic and discard turn the body inside out and rinse well turn back and rinse dry on paper towels,0,1,0,0,0,0,0
chop the tentacles coarsely in the food processor add the garlic parsley oregano salt and pepper process until blended add the bread crumbs and one tb of the oil mix well fill the bodies of the squid fill between half and three quarters full if you over fill them they will burst when cooking either skewer them closed or shut with toothpicks or roughly stitch with cotton thread and a needle heat remaining olive oil in a skillet and add the squid turn often to prevent sticking cook until lightly browned add the vermouth and saute until th,0,1,0,0,0,0,0
serve warm,0,1,0,0,0,0,0
make a slice lengthwise through the middle of each breast taking care to not cut in half,0,0,0,0,0,0,1
crush the garlic into a bowl with a garlic press or mash with the flat edge of a chefs knife to make a paste,0,0,0,0,0,0,1
mix in two liberal pinches of kosher salt,0,0,0,0,0,0,1
spread the garlic paste on the inside of each breast and pack in the chopped cilantro,0,0,0,0,0,0,1
season each side with salt and pepper,0,0,0,0,0,0,1
in a large skillet heat olive oil on mediumhigh,0,0,0,0,0,0,1
cook chicken on each side until golden brown and until juices run clear after browning try turning heat down and covering to finish cooking moist and juicy,0,0,0,0,1,0,0
plate and squeeze fresh lemon juice over breasts and top with a bit of lemon zest,0,0,0,0,0,0,1
whisk together cornstarch sugar cocoa powder and salt in a heavybottom medium size saucepan,0,1,0,0,1,0,1
add cream milk and eggs whisk until combined,0,1,0,0,1,0,0
set pan over medium heat whisk slowly and constantly making sure to scrape sides of pan just until pudding begins to boil a to a minutes,0,1,0,0,1,0,0
reduce heat and continue stirring until pudding coats has thickened to desired consistency it should easily coat the back of a wooden spoon,0,1,0,0,1,0,0
remove saucepan from heat,0,1,0,0,1,0,1
strain pudding through a wire sieve into a medium heat proof dish,0,1,0,0,1,0,0
with a wooden spoon or silicon spatula gently add vanilla butter truffles and chopped baking chocolate stir until all is melted and well combined,0,1,0,0,1,0,0
cover with plastic make sure to push plastic wrap right down onto pudding surface to avoid a skin forming,0,1,0,0,1,0,1
refrigerate until thick and well chilled approx a hr,0,1,0,0,1,0,0
serve with sweetened whipped cream and chocolate shavings,0,1,0,0,1,0,1
place tortellini in the pot of boiling water,0,1,1,0,0,1,0
in a large skillet cook the bacon until crispy remove bacon with a slotted spoon place on a paper towel to drain pour out all the bacon grease except for a tablespoon in the same skillet place the onion and cook for a minutes or until golden pour in the cream and reduce until lightly thickened,0,0,1,0,1,0,1
remove the pasta from the water when it is al dense about a minutes drain and add the pasta to the cream mixture add bacon back to the pan along with the peas and cheese reduce for a minute toss and adjust the seasonings spoon into a large pasta bowl and serve garnish with additional grated parmesan cheese and chopped parsley if desired,0,1,0,0,1,0,1
this recipe yields a servings,0,1,0,0,0,0,1
wash potatoes and rub skins with oil bake at 450 degrees for of minutes let cool cut each potato in half lengthwise cut each half lengthwise and then crosswise into a wedges place wedges in a large bowl set aside,0,0,0,0,0,0,1
combine vinegar and remaining ingredients pour over potato wedges let stand a hours stirring occasionally remove from marinade and place on lightly greased rack broil a of inches from heat for a minutes on each side,0,1,0,0,0,0,0
in a heavy of inch skillet heat a tablespoons of the oil over moderate heat for a minute saute the zucchini in batches until lightly browned on both sides adding remaining oil as needed with a slotted spatula transfer zucchini to a platter lined with paper towels in the same skillet add a tablespoons of the butter over moderate heat add onion and garlic and saute stirring for a minute add the lamb oregano salt cinnamon nutmeg and pepper cook uncovered stirring occasion ally until the lamb is brown about a minutes drain off fat heat,0,0,0,0,1,0,0
place vinegar honey salt and roasted garlic in a food processor puree until garlic is chopped very fine,0,0,0,0,0,0,1
with the food processor still running add olive oil and lemon juice refrigerate until ready to use,0,0,0,0,0,0,1
a heat some oil in a pressure cooker,0,1,0,0,0,0,0
a fry the gingergarlic paste onions and green chillies,0,1,0,0,0,0,0
a add the mutton and cook,0,1,0,0,0,0,0
a add all the dry spices bay leaves and keep sauteing,0,1,0,0,0,0,0
a put the tomatoes now and keep cooking for at least of mins,0,1,0,0,0,0,0
a now add coriander leaves and pour hot water,0,1,0,0,0,0,0
a cover the pressure cooker and cook it for of mins after the first whistle,0,1,0,0,0,0,0
servings a,0,1,0,0,0,0,0
in a large frypan heat oil over mediumhigh heat and starry onion garlic mushrooms and peppers until crisptender about a a minutes set aside in a bowl combine rice egg and of cup grated cheese press evenly into an oiled of inch pizza pan bake in an oven preheated to 400 degrees for sprinkle rice curst with half the remaining cheese stir together tomato sauce basil oregano pepper and tabasco spread tomato sauce over then top with vegetables sprinkle with remaining mozzarella cheese bake for about of of minutes or until cheese is bubbly let rest for a minutes before cutting,0,1,0,0,1,0,0
serves a,0,1,0,0,1,0,0
preheat oven at 400 prepare baking sheet with cooking spray place popped popcorn on a prepared baking sheet toss with remaining ingredients bake for of minutes stirring once,0,1,0,0,1,0,0
combine all ingredients in a airtight container,0,0,0,0,0,0,1
let sit for two weeks shaking every day or two,0,0,0,0,0,0,1
strain bottle and enjoy,0,0,0,0,0,0,1
beat cream cheese until smooth gradually add sugar beating until well blended add melted chocolate and vanilla mix well refrigerate about a hour shape into inch balls roll in nuts cocoa or coconut store in refrigerator makes about a dozen,0,1,0,0,0,0,0
wipe the mushrooms and carefully remove the stalks,0,1,0,0,0,0,0
finely chop the stalks,0,1,0,0,0,0,0
melt the butter in a frying pan add the onion garlic and chopped mushroom stalks and cook together for a minutes,0,1,0,0,0,0,0
add the bacon to the pan and cook for a further a minutes,0,1,0,0,0,0,0
remove from heat and stir in the breadcrumbs cheese parsley seasoning and lemon juice,0,1,0,0,0,0,0
arrange the mushrooms in a lightly greased ovenproof dish and divide the stuffing between them,0,1,0,0,0,0,0
pour in the stock around the mushrooms to prevent them from drying out,0,1,0,0,0,0,0
cook in a preheated oven at 200 degrees c 400 degrees gas mark a for of minutes until golden and crispy serve immediately not freeze,0,1,0,0,0,0,0
serves a,0,1,0,0,0,0,0
butter a of inch round flan dish with a removable bottom roll out pastry on a cold lightly floured surfaceplace the pastry over the tin using your thumb gently push pastry down into the tin cut the excess pastry off,0,0,0,0,1,0,0
cream the margarine and sugar together beat one egg and egg yolk and gradually add the egg to the margarine mixtureadd the brandy and stir in the almonds and flouradd tbsp double cream and stir pour the mixture into the flan dish and sprinkle the blackberries on top,0,0,0,0,1,0,0
bake the tart on a hot baking sheet for of minutes at 220c and serve,0,0,0,0,0,1,0
cream shortening then add remaining ingredients,0,0,0,0,1,0,1
this recipe yields a cups frosting this produces frosting with a stiff consistency perfect for piping roses for a medium consistency for borders add a tsp water to each cup of frosting for a thin consistency suitable for icing the cake and writing or leaves add a tsp water to each cup of stiff frosting i usually double this recipe when icing a two layer a inch cake with frosting decorations meringue powder and valencia flavoring are both sold at my local party store party time valencia crust simply whites can be used in place of meringue powder and a flavoring called creme bouquet is also a good substitute for the valencia,0,1,0,0,1,0,1
crust simply whites can be used in place of meringue powder and a flavoring called creme bouquet is also a good substitute for the valencia,0,1,0,0,0,0,1
preheat your oven to 400 degrees toss your dices squash in a bowl with tbsp olive oil and of tsp of salt,0,1,0,0,0,0,1
spread the squash on a baking sheet and place in the oven to roast for about of minutes you may want to turn the squash at least once,0,0,0,0,1,0,0
transfer the squash back to a bowl and mash,0,1,0,0,0,0,0
warm a tbsp of olive oil in a skillet,0,1,0,0,0,0,0
add onion and saute until lightly browned about of minutes,0,1,0,0,0,0,0
add pecans and saute about a minutes add squash and cook until heated through a minute add maple syrup,0,0,0,0,1,0,0
season with salt and pepper,0,0,0,0,0,0,1
transfer the filling to a bowl and let it cool to room temp,0,1,0,0,0,0,0
youre ready to fill your wonton wrappers,0,1,0,0,0,0,0
set up a work surface with a bowl of water a pastry brush and a flat area covered in wax or parchment paper to rest your tortellinis,0,0,0,0,1,0,0
place one wrapper at a time flat on your work surface and in the middle place a heaping spoonful of filling,0,0,0,0,1,0,1
wet the edges of the wrapper well with water and fold the wrapper in half in a triangle shape,0,0,0,0,1,0,0
make sure your wrapper is well sealed or it will burst in your boiling water when you cook them,0,1,0,0,0,0,0
take the two ends of the triangle and fold these together to stick,0,0,0,0,1,0,0
your tortellinis should look like these,0,1,0,0,0,0,0
to cook,0,1,0,0,0,0,0
boil your water,0,1,0,0,0,0,0
salt well,0,1,0,0,0,0,1
drop in tortellini in small batches,0,0,0,0,1,0,1
cook for only a minute or two until they rise to the top,0,1,0,0,0,0,0
heat your butter in a small pan until the butter bubbles and begins to take on a slightly brown colour and a nutty smell,0,1,0,0,0,0,0
add your cherries and walnuts,0,1,0,0,0,0,0
combine kosher salt paprika and one teaspoon of pepper,0,1,0,0,1,0,1
pat the chicken dry,0,1,0,0,1,0,1
rub the paprika mixture over the chicken thighs,0,1,0,0,1,0,1
heat a of qt dutch oven over med heat and add oil,0,1,0,0,1,0,1
when it smokes add chicken,0,1,0,0,1,0,1
cook until well brownedabout a minutesthen flip and repeat,0,1,0,0,1,0,1
transfer chicken to a plate,0,1,0,0,1,0,1
drain all but a tablespoon of drippings,0,1,0,0,1,0,1
return to stove on med heat,0,1,0,0,1,0,1
add onions sprinkle with salt and pepper,0,1,0,0,1,0,1
cook until golden and softenedabout a minutes,0,1,0,0,1,0,1
add potatoes and broth and stir,0,1,0,0,1,0,1
add chicken back to pot bring to a boil then reduce heat to mediumlow,0,1,0,0,1,0,1
cover and cook until chicken is done and potatoes are tender about of minutes,0,1,0,0,1,0,1
remove chicken to a plate and cover,0,1,0,0,1,0,1
bring sauce to a boil and cook until slightly reducedabout of minutes,0,1,0,0,1,0,1
return chicken to pot and turn it to moisten in sauce,0,1,0,0,1,0,1
with a stand mixer or hand mixer and large bowl cream the butter and sugar until light in texture,0,0,0,0,1,0,0
blend the molasses eggs and vanilla into the butter mixture until it becomes a uniform color,0,1,0,0,0,0,0
add all the ingredients except the raisins and nuts to the butter mixture and thoroughly combine fold in raisins and nuts be sure to thoroughly fold the bottom ingredients to the top to ensure a homogeneous dough,0,0,0,0,0,0,1
line your baking pan with parchment paper drop the dough in mounded teaspoonfuls onto the parchment paper i like to use two spoons to help me shape the dough one to pull the dough out of the bowl the other to shape the top of the dough ball be sure to give each cookie plenty of space around about a inches in between because these do spread,0,1,0,0,0,0,0
preheat the oven to 375 degrees and bake the cookies 1112 minutes or until the outer edges are slightly firm however the center should be still soft,0,1,0,0,0,0,0
once the cookies are removed from the oven allow them to rest a minutes on the pan before removing them after the a minutes simply slide the parchment with the cookies off the pan and onto the counter allow the cookies to cool to room temperature before packing them into airtight containers makes a dozen cookies,0,1,0,0,0,0,0
boil the lorettes for of minutes in plenty of water to which a tablespoon of milk has been added,0,0,0,0,1,0,0
drain and pat dry on a clean cloth,0,0,0,0,1,0,0
make thin batter out of flour and a tablespooncornflour adding of teaspoon each of ginger and garlic and red chilli powder and salt to taste,0,0,0,0,1,0,0
dip the lorettes in the batter one by one and deep fry in hot oil keep aside,0,0,0,0,1,0,0
in the remaining oil add remaining ginger garlic and crushed red chilli and fry for a minute,0,0,0,0,1,0,0
add the salt and spring onions,0,0,0,0,1,0,0
stir fry for a minute add a of cups water and bring to a boil,0,0,0,0,1,0,0
add a tablespoon cornflour to of cup water and dissolve well,0,0,0,0,1,0,0
gradually add to the gravy and stir continuously till it resumes boiling,0,0,0,0,1,0,0
boil till the gravy becomes transparent add lorettes and soya sauce,0,0,0,0,1,0,0
boil for two more minutes and remove,0,0,0,0,1,0,0
serve hot with noodles or rice,0,0,0,0,1,0,0
variationsdry manchurian can be made by omitting the gravy,0,0,0,0,1,0,0
make lorettes as above and instead of adding water as above add fried lorettes spring onions and soya sauce at this stage,0,0,0,0,1,0,0
sprinkle a teaspoon cornflour on the lorettes and starry for a minutes,0,0,0,0,1,0,0
serve piping hot with toothpicks or miniforks and chilligarlic sauce or tomato sauce,0,0,0,0,1,0,0
same procedure for veg manchurian with gravy or dry but instead of using only cauliflower use finely chopped minced vegetables and bind with some cornflour or bread crumbs and make small lumps the size of a singsong ball,0,1,0,0,1,0,1
fry as above and proceed as above,0,1,0,0,1,0,0
making time of minutes,0,0,0,0,1,0,0
makes for a,0,1,0,0,1,0,0
shelf life best fresh,0,0,1,0,0,1,0
directions combine all ingredients in a bowl store in an airtight container in the refrigerator for up to one month,0,0,0,0,0,0,1
bake at 350 degrees for of hour,0,0,1,0,0,0,0
pound the breast and dip in egg coat with bread crumbs fry in oil marinate in baking dish overnight with soup and wine and chicken broth cover with foil and bake,0,1,0,1,1,0,1
if the fillets are frozen thaw them,0,1,0,1,1,0,1
mix corn flour salt and white pepper,0,1,0,1,1,0,0
dredge the fillets through the flour mixture set aside,0,1,0,1,1,0,1
saute the onion in the oil and butter until it begins to brown,0,1,1,1,1,0,1
add the cod fillets brown them for a minutes on each side,0,1,0,1,1,0,0
add of cup milk to partially cover them and simmer for a minutes when done remove them to a platter,0,1,0,1,1,0,1
add cornstarch and stir in the remaining milk season with salt let the sauce bubble for of minutes until slightly thicker,0,1,0,1,1,0,0
pour the sauce over the fish garnish with lots of chopped parsley and serve with pila and green salad,0,1,0,1,1,0,1
combine the coconut red chile mustard seeds cumin seeds sugar and about a tablespoons of water in the bowl of a food processor process just until the ingredients are well combined and are just starting to form a coarse paste about of seconds,0,1,0,0,1,0,1
toss the coconut mixture with the mangoes and chill,0,1,0,0,0,1,1
this recipe yields a servings,0,1,0,0,1,1,1
preheat oven to 300f degrees,0,1,0,0,0,0,0
mix together the oats sesame seeds almonds and sunflower seeds,0,0,0,0,0,0,1
pour honey oil,0,0,0,1,0,0,0
water over this mixture and stir well,0,0,0,0,0,0,1
spread on a large cookie sheet and bake of minutes until nicely browned on top,0,0,0,1,0,0,0
stir the granola often while baking about every a minutes,0,0,0,1,0,0,0
remove from oven allow to cool and add raisins coconut and cerasins,0,0,0,0,0,0,1
preheat oven to 325 degrees f wash and dry of tin cans of to of ounces each or of small cup souffle dishes grease and flour insides,0,0,0,1,0,0,0
in large bowl of electric mixer beat butter sugar eggs and vanilla until fluffy beat a minutes on high speed scraping bowl occasionally,0,0,0,0,1,0,0
combine flour baking powder and salt,0,0,0,0,0,0,1
add dry ingredients to batter alternately with milk,0,0,0,0,1,0,0
spoon about of cup of batter into each prepared tin can bake until a toothpick inserted in center comes out clean of to of minutes the tops will not brown,0,1,0,0,0,0,0
remove to a wire rack and cool completely until the edges become dry and crusty run a knife around the inside of cans or dishes to loosen edges tap on a counter then turn cakes out they should slide out easily,0,0,0,0,0,0,1
with a serrated knife cut off and discard the rounded tops of cakes,0,0,0,0,0,0,1
turn cakes upside down so cut edges are on the bottom cut cakes into two layers and fill with whipped cream and fresh fruit,0,0,0,0,0,0,1
heat the oven to 400°f stir the soup milk cheese and black pepper in a quart shallow baking dish stir in the vegetables and chicken,0,1,0,0,0,0,0
bake for of minutes or until the chicken mixture is hot and bubbling stir the chicken mixture top the chicken mixture with the biscuits,0,1,0,0,0,0,0
bake for of minutes or until the biscuits are golden brown,0,1,0,0,0,0,0
if you can boil water you can poach a fish fillet its that easy one mistake you should guard against is overcooking the fillet even though poaching is a moist way to cook fish it is important to halt the process as soon as the fish is fully cooked most fish cooked longer then of min usually turns out dry with a strong unpleasant odor,0,1,1,1,1,0,1
an aromatic poaching liquid greatly enhances the flavor helps keep cooking odors pleasant and totally eliminates the need for adding calorieladen oil or butter a flavorful poaching stock can easily be brewed by boiling water for a short time with a variety of herbs and spices and sliced lemon lime or orange,0,1,1,1,1,0,1
whole fish like trout or flounder can be successfully poached in a roasting,0,1,0,0,1,0,1
pan on top of the stove but smaller more delicate portions of fish fillet is more practical for family meals tailed fillets of salmon are,0,1,0,1,1,0,1
bonelet poach quickly and are readily available but you find most varieties of fish flounder sole trout halibut cod red snapper rock,0,1,0,1,0,0,1
fish are also superb when prepared using the poaching method,0,1,0,1,1,0,1
here is a a failsafe technique for poaching fish fillets using herbs spices and citrus,0,1,0,1,1,0,1
to make a flavorful poaching stock pour water into a large straightsided,0,1,0,1,1,0,1
skillet or electric frying pan add mixed pickling spices bay leaves and lemon slices bring to a boil over high heat and cook for a min,0,1,0,0,1,0,0
rinse the fish fillet skin on or off under cold water place fish flat,0,1,0,1,1,0,1
skin side down in the boiling stock be sure liquid just barely covers the fillet add more hot water if necessary reduce the heat to med,0,1,0,0,1,0,0
avoid a rolling boil now or the fish will overcook and break apart fish should just barely simmer with no bubbles for of of min depending on the thickness,0,1,0,1,1,0,0
remove skillet from heat and promptly lift fillet from hot liquid using a,0,1,0,1,1,0,1
large spatula with holes or two smaller spatulas do not allow fish to sit in hot liquid and overcook,0,1,0,1,1,0,1
serve poached fish fillet hot right out of the poaching bouillon or chill them for a nextday luncheon buffet quickly wrap freshly poached fillets in sheets of plastic wrap and then in aluminum foil allow to cool Othe counter for of min then place inte refrigerator and chill up to of hrs remove from refrigerator of min before serving and garnish with lemon slices,1,1,1,0,1,0,0
its getting hot baby time to cool off and put on a big red smile with this special summer recipe now you can make your own version of the popular convenience store slush we know from the excruciating brain freeze that follows a big ol gulp you must have a blender to make this clone of elevens Slurpee and enough room to stick that blender into your freezer to get it nice and thick,0,0,0,0,1,0,0
this recipe gets close to the original with koolaid mix and a little help from cherry extract but you can make this drink with any flavor koolaid mix if you decide to make some variations dont worry about adding extract,0,0,0,0,1,0,0
this recipe makes enough to fill one of those giantsize ounce cups you find at the convenience store now if we could just figure out how to make those funky spoonstraws,0,0,0,0,1,0,0
a cups cold club soda cup sugar teaspoon plus of teaspoon cherry flavored unsweetened koolaid mix of teaspoon cherry extract of cups crushed ice,0,0,0,0,1,0,0
pour a cup of the club soda into a blender add the sugar koolaid mix and cherry extract blend this until all of the sugar is dissolved,0,0,0,0,1,0,0
add the crushed ice and blend on high speed until the drink is a slushy smooth consistency with no remaining chunks of ice,0,0,0,0,1,0,0
add the remaining club soda and blend briefly until mixed you may have to stop the blender and use a long spoon to stir up the contents,0,0,0,0,1,0,0
if necessary put the blender into your freezer for hour this will help thicken it up after hour remove blender from freezer and again blend briefly to mix,0,0,0,0,1,0,0
makes ounces,0,0,0,0,1,0,0
line an ex square pan with tin foil set aside,0,1,0,0,0,0,0
add the frosted animal crackers and cream cheese into a food processor run on high until things stop moving scrape down the sides of the bowl and move the cookie mixture around with a spatula,0,1,0,0,0,0,0
continue processing on high until the cookies and cream cheese are smooth and creamy it may take a few times of stopping and scrapping the bowl down set aside,0,1,0,0,0,0,0
add the white chocolate candy melts into a microwavesafe bowl microwave for of seconds and stir repeat microwaving for of seconds and stirring until the candy melts are completely melted,0,1,0,0,0,0,0
add half of the white chocolate into the bottom of the tin foil lined pan spread evenly with an offset spatula let harden to speed up the process place in the fridge for about of minutes or until it has set up,0,0,0,0,1,0,0
once the white chocolate is hard dump the animal cracker mixture on it spread it out as evenly as possible using your hands or wax paper i used my hands because it was easier and what i had available,0,0,0,0,1,0,0
reheat the white chocolate if needed by microwaving for of seconds and stirring pour the remaining white chocolate on top of the animal cracker mixture try to drizzle it all over so its easier to coat everything,0,0,0,0,1,0,0
working quickly add the pink candy melts into a sandwich bag microwave for of seconds and stir pinch the back and flip it over in the microwave repeat microwaving and pinching the bag until smooth,0,0,0,0,1,0,0
cut a small corner out of the sandwich bag drizzle the pink candy melt over top of the wet white chocolate give it a nice little design and fill in any holes tap the pan on the counter to smooth out the chocolate,0,0,0,0,1,0,0
sprinkle the nonpareils on top of the chocolate dont tap it again otherwise your sprinkles will sink down in place into the fridge to chill this will take about a hour,0,1,0,0,0,0,0
cut the bark with a sharp knife if it starts cracking cut along the crack go with the flow,0,0,0,0,1,0,0
store in the fridge,0,0,0,0,0,0,1
stir together flour cocoa and sugar set aside,0,0,0,0,1,0,0
beat eggs in medium size mixing bowl,0,1,0,0,0,0,0
add flour mixture to eggs a little at a time alternating with buttermilk and beating with a hand mixture until smooth,0,0,0,0,0,0,1
beat in melted butter,0,0,0,0,0,0,1
place crepe batter in refrigerator note you will add the skim milk to the batter later,0,1,0,0,0,0,0
heat marshmallows and of cup milk in double boiler until well blended and marshmallows fully melted,0,0,0,0,1,0,0
refrigerate marshmallow mixture for about of hour stirring occasionally until it reaches a slightly thick consistency the mixture should mound up when stirring,0,0,0,0,1,0,0
using hand mixture beat creme de cacao and creme de menthe into marshmallow mixture until fully blended,0,0,0,0,0,0,1
beat heavy cream until stiff,0,0,0,0,0,0,1
fold cream into marshmallow mixture mixing with a spatula until fully blended and smooth consistency,0,0,0,0,0,0,1
return marshmallow mixture to refrigerator,0,0,0,0,0,0,1
remove crepe batter from refrigerator,0,0,0,0,0,0,1
whisk into batter enough of the skim milk to gain desired consistency batter should be thin but not runny,0,1,0,0,0,0,0
heat a shallow medium sized skillet on medium heat,0,0,0,0,0,0,1
when skillet is fully heated lift skillet from burner spray with cooking spray then pour of cup batter onto the middle of the skillet then turn with your wrist quickly to cover entire bottom of skillet with crepe mixture,0,0,0,1,0,0,0
return skillet to burner,0,0,0,0,0,0,1
cook crepe for about one minute or until crepe appears cooked throughout,0,0,1,0,0,0,0
using a thin pancake turner turn crepe,0,0,0,0,0,0,1
continue cooking for about one minute then remove and transfer to a plate,0,1,0,0,0,0,0
stack crepes on plate until finished then cover crepes with plastic wrap and refrigerate for at least one hour,0,0,0,1,0,0,0
when crepes are easily handled and malleable remove from refrigerator along with filling,0,0,0,1,0,0,0
spoon about of cup of filling onto one side of crepe about one inch from side fold crepe over fold over sides then fold crepe again note fold it like you would a burrito,0,0,0,0,1,0,0
this is a recipe that ive used for the last six years and have had nothing but rave reviews for the last three my wife and i have been taking orders for christmas this year was almost three hundred sold i have scaled this down for you to yield a pies,0,0,0,0,1,0,0
filling pt a wash and cut up the meats into large chunks brush rabbit,0,1,0,0,0,0,1
or beef with the meat magic place meats in a heavy pot and let sit while you dice up the onion add of the onion spices soup base add enough water to cover cook on medium heat until meat is easily removed from bones strain reserving juice,0,1,0,0,0,0,1
cool meat remove excess fat and bones chop fine and add the following filling pt a add enough of the reserved juice to obtain a semimoist texture,0,1,0,0,1,0,0
the dough you do not have to knead this dough mix pt a and let dissolve set to one side for of minutes,0,0,0,1,1,0,0
in a large bowl place pt a,0,1,0,0,1,0,0
add a of to a cups of flour a cup at a time until you have obtain a soft dough cover and set aside for of to of minutes,0,0,0,0,1,0,0
cut dough into a pieces roll out each piece of dough of inch thick to fit pie plates place of meat mixture in each shell shell brush edges of bottom crust with water before placing the top on and trimming edges use fork to press down edges to seal the pie crust trim excess poke a few fork holes on top to allow steam to escape cover filled pies and let crust raise of to of minutes cook in a preheated 375 f oven until golden brown,0,1,0,0,0,0,1
makes a pies,0,1,0,0,1,0,0
notechis recipe is excellent for freezing,0,1,0,0,1,0,0
in a small bowl combine lime juice and maple syrup and stir well,0,1,0,0,0,0,0
in a medium bowl combine nectarines and blueberries pour dressing over fruit and toss to coat gently stir in basil,0,1,0,0,0,0,0
in small bowl dissolve yeast and sugar in water set aside until bubbly about a minutes,0,1,0,0,1,0,0
mound flour on work surface make a well in center and pour yeast mixture salt and a tablespoon oil into it with your fingers gradually incorporate flour into liquid until dough forms if mixture is too dry to hold together sprinkle a little additional water over dough and mix well,0,1,0,0,1,0,0
knead dough until smooth about a minutes place dough in oiled large bowl turning to coat cover with kitchen towel and let rise in a warm place until doubled in bulk about a hour,0,1,0,0,1,0,0
spray jellyroll pan or cookie sheet with cooking spray punch dough down,0,1,0,0,1,0,0
place dough in center of prepared pan and spread out evenly to cover pan using your fingers to dimple surface brush remaining a tablespoons oil over dough sprinkle with herbs let rise in a warm place uncovered of minutes,0,1,0,0,1,0,0
preheat oven to 400 f bake until top is a light golden brown about of minutes cut into slices to serve,0,1,0,0,1,0,0
preheat the oven to 325 degrees fold of pieces of aluminum foil 134,0,1,0,0,0,0,0
top inch length in half twice wrap the folded foil around a small spice bottle to create a mold leave the top of the mold open for pouring in the batter arrange them on a cookie sheet or in a shallow pan grease the inside of each mold with a light coating of nonstick spray,0,0,0,1,0,0,0
disregard the directions on the box of cake mix instead beat the egg whites until stiff combine them with the cake mix and water and beat until thoroughly blended about a minutes pour the batter into the molds filling each one about of inch bake for about of minutes or until the cake is golden brown and a toothpick stuck in the center comes out clean,0,0,0,0,0,0,1
for the filling cream the butter and shortening slowly add the sugars while beating add the evaporated milk vanilla and lemon extract mix on medium speed until completely smooth and fluffy when the cakes are done and cooled use a tooth pick to make three small holes in the bottom of each one move the toothpick around the inside of each cake to create space for the filling using a cake decorator or plastic bag or pastry bag inject each cake with filling through all three holes,0,0,0,0,0,0,1
preheat oven to 350 degrees line baking pan with parchment paper,0,0,0,0,0,0,1
in a large mixing bowl add in the sugar butter and shortening mix on medium until light and fluffy,0,0,0,0,0,0,1
add in the molasses and beat until combined scrape down the sides of the bowl,0,1,0,0,0,0,0
add in the water and egg and beat until thoroughly incorporated,0,0,0,0,0,1,0
